y0	mumax	r2	strain	evolution	competition_pair	replicate	culture_type	joined_well_pair	media	plate_name	strep_conc
0.056676756753064994	0.26919676827428707	0.9994749395340764	H1287	anc	A1287_E1287	a	coculture	B01B02	R2A	str_08	8
0.03513691395841248	0.23887879117646477	0.9994960076058856	H1287	evo	A1287_E1287	a	coculture	B01B02	R2A	str_08	8
0.06640342220806447	0.2750771219906519	0.9993396336627743	H1287	anc	A1287_A1977	a	coculture	B03B04	R2A	str_08	8
0.015546077245369804	0.27392351703764845	0.9999372708256523	H1977	anc	A1287_A1977	a	coculture	B03B04	R2A	str_08	8
0.06594060137407196	0.24466639454729328	0.9993122932627375	H1287	anc	A1287_E1977	a	coculture	B05B06	R2A	str_08	8
0.017296226639209367	0.21490313151322646	0.9998994062529212	H1977	evo	A1287_E1977	a	coculture	B05B06	R2A	str_08	8
0.034835260126538925	0.23685391162985509	0.999798849165366	H1287	evo	E1287_A1977	a	coculture	B07B08	R2A	str_08	8
0.015215831012393795	0.27327553130052035	0.9999256478760753	H1977	anc	E1287_A1977	a	coculture	B07B08	R2A	str_08	8
0.036769581123647005	0.23083168762964884	0.999776423417092	H1287	evo	E1287_E1977	a	coculture	B09B10	R2A	str_08	8
0.00868270660759381	0.2625515390780457	0.9998319662045503	H1977	evo	E1287_E1977	a	coculture	B09B10	R2A	str_08	8
0.010003028560299223	0.31408788419936146	0.9998988566994573	H1977	anc	A1977_E1977	a	coculture	B11B12	R2A	str_08	8
0.010249072185995928	0.24497463943634556	0.9999408989710452	H1977	evo	A1977_E1977	a	coculture	B11B12	R2A	str_08	8
0.057400072057523246	0.26867251339679	0.9996350613284956	H1287	anc	A1287_E1287	b	coculture	C01C02	R2A	str_08	8
0.03495922396517527	0.23784632516290166	0.9996121189411723	H1287	evo	A1287_E1287	b	coculture	C01C02	R2A	str_08	8
0.06977063564936237	0.2698614811054016	0.9994432386441785	H1287	anc	A1287_A1977	b	coculture	C03C04	R2A	str_08	8
0.018190380339190966	0.2532619551682488	0.9999264304765999	H1977	anc	A1287_A1977	b	coculture	C03C04	R2A	str_08	8
0.06186457456992126	0.2599468101671022	0.999700483261442	H1287	anc	A1287_E1977	b	coculture	C05C06	R2A	str_08	8
0.01258675648623928	0.23756987222244333	0.9999143256897111	H1977	evo	A1287_E1977	b	coculture	C05C06	R2A	str_08	8
0.03973453595285673	0.21670118547246126	0.9997774325455139	H1287	evo	E1287_A1977	b	coculture	C07C08	R2A	str_08	8
0.020005926115513568	0.2356823415936795	0.999928613147819	H1977	anc	E1287_A1977	b	coculture	C07C08	R2A	str_08	8
0.036694907572997384	0.23179749638334898	0.999807768433921	H1287	evo	E1287_E1977	b	coculture	C09C10	R2A	str_08	8
0.009784517377884687	0.25183720195922377	0.9999393460177487	H1977	evo	E1287_E1977	b	coculture	C09C10	R2A	str_08	8
0.013281477057148747	0.2889613450003815	0.9999369735425622	H1977	anc	A1977_E1977	b	coculture	C11C12	R2A	str_08	8
0.017455306976647694	0.21445304295053064	0.9999272059487153	H1977	evo	A1977_E1977	b	coculture	C11C12	R2A	str_08	8
0.0617694277508099	0.24813433748045	0.9996159371773609	H1287	anc	A1287_E1287	c	coculture	D01D02	R2A	str_08	8
0.035628823600466764	0.23401333891273318	0.9996739273085509	H1287	evo	A1287_E1287	c	coculture	D01D02	R2A	str_08	8
0.06511931588577904	0.27622023396366	0.9995800560936611	H1287	anc	A1287_A1977	c	coculture	D03D04	R2A	str_08	8
0.018754429178965526	0.2472432068033835	0.9999317550692357	H1977	anc	A1287_A1977	c	coculture	D03D04	R2A	str_08	8
0.056362239329518025	0.2761270129698369	0.9996655417948395	H1287	anc	A1287_E1977	c	coculture	D05D06	R2A	str_08	8
0.011378551189129468	0.23797002116403215	0.9999274908297208	H1977	evo	A1287_E1977	c	coculture	D05D06	R2A	str_08	8
0.038805408990311624	0.2197583090280216	0.9998101569666608	H1287	evo	E1287_A1977	c	coculture	D07D08	R2A	str_08	8
0.016964170089635945	0.2589557683832126	0.9999677586301902	H1977	anc	E1287_A1977	c	coculture	D07D08	R2A	str_08	8
0.037489054707492114	0.22750717950061125	0.9998160420551973	H1287	evo	E1287_E1977	c	coculture	D09D10	R2A	str_08	8
0.010140355418913055	0.2496082932830884	0.9998917216546738	H1977	evo	E1287_E1977	c	coculture	D09D10	R2A	str_08	8
0.016685067335733175	0.2622185807494178	0.9999549161685841	H1977	anc	A1977_E1977	c	coculture	D11D12	R2A	str_08	8
0.021145956018606627	0.1941438772455328	0.9999385886387958	H1977	evo	A1977_E1977	c	coculture	D11D12	R2A	str_08	8
0.0627907805494956	0.24557016404085505	0.9996475073177437	H1287	anc	A1287_E1287	d	coculture	E01E02	R2A	str_08	8
0.03782173595579177	0.22854710459745944	0.9996458034183906	H1287	evo	A1287_E1287	d	coculture	E01E02	R2A	str_08	8
0.06372699817628674	0.2755836629483833	0.9995092622258767	H1287	anc	A1287_A1977	d	coculture	E03E04	R2A	str_08	8
0.014714261360190122	0.26650739363766845	0.9999194113978982	H1977	anc	A1287_A1977	d	coculture	E03E04	R2A	str_08	8
0.05406660742591355	0.2758768613118646	0.9998123352136664	H1287	anc	A1287_E1977	d	coculture	E05E06	R2A	str_08	8
0.025793463519220322	0.17104408311305708	0.9999655657533989	H1977	evo	A1287_E1977	d	coculture	E05E06	R2A	str_08	8
0.038620587351695254	0.22271295162515303	0.9997536728081573	H1287	evo	E1287_A1977	d	coculture	E07E08	R2A	str_08	8
0.013760283355194403	0.2798947538008103	0.9999337581876859	H1977	anc	E1287_A1977	d	coculture	E07E08	R2A	str_08	8
0.034846778651788105	0.23766013859923724	0.9997627958912854	H1287	evo	E1287_E1977	d	coculture	E09E10	R2A	str_08	8
0.010659248846596648	0.24907252716631614	0.999940100595031	H1977	evo	E1287_E1977	d	coculture	E09E10	R2A	str_08	8
0.01438526325785738	0.2792974292143924	0.9999393539162144	H1977	anc	A1977_E1977	d	coculture	E11E12	R2A	str_08	8
0.009110681356252863	0.2405184450619031	0.9998709128612044	H1977	evo	A1977_E1977	d	coculture	E11E12	R2A	str_08	8
0.05783754930377627	0.26625973061524866	0.9994504806525096	H1287	anc	A1287_E1287	e	coculture	F01F02	R2A	str_08	8
0.03669189265253877	0.2330117962168277	0.9997698474099586	H1287	evo	A1287_E1287	e	coculture	F01F02	R2A	str_08	8
0.06741659818369572	0.2705624571240022	0.9994850509333925	H1287	anc	A1287_A1977	e	coculture	F03F04	R2A	str_08	8
0.013320922371501459	0.25308636714616317	0.9998990987135036	H1977	anc	A1287_A1977	e	coculture	F03F04	R2A	str_08	8
0.05889384114991895	0.2606699156136573	0.9997277309708614	H1287	anc	A1287_E1977	e	coculture	F05F06	R2A	str_08	8
0.010121633569857335	0.2511675076463266	0.9998822085455954	H1977	evo	A1287_E1977	e	coculture	F05F06	R2A	str_08	8
0.039421110944747026	0.22017869060971368	0.9997558047903916	H1287	evo	E1287_A1977	e	coculture	F07F08	R2A	str_08	8
0.017241638862052457	0.25709426709452027	0.9999101035344017	H1977	anc	E1287_A1977	e	coculture	F07F08	R2A	str_08	8
0.034895101149592087	0.23790624078310807	0.9997823355221735	H1287	evo	E1287_E1977	e	coculture	F09F10	R2A	str_08	8
0.009263566225807127	0.26093551609196414	0.9999190131956409	H1977	evo	E1287_E1977	e	coculture	F09F10	R2A	str_08	8
0.023481292923154495	0.22370479877256005	0.9999474068686487	H1977	anc	A1977_E1977	e	coculture	F11F12	R2A	str_08	8
0.014551903113015918	0.21916283113795132	0.9999503461818817	H1977	evo	A1977_E1977	e	coculture	F11F12	R2A	str_08	8
0.05797667022357416	0.26689023428967756	0.9995271270453496	H1287	anc	A1287_E1287	f	coculture	G01G02	R2A	str_08	8
0.03744670946201213	0.23222890244434435	0.9995200708362805	H1287	evo	A1287_E1287	f	coculture	G01G02	R2A	str_08	8
0.062223076473243905	0.2788261956622316	0.9994405422230745	H1287	anc	A1287_A1977	f	coculture	G03G04	R2A	str_08	8
0.013307940929370899	0.28125271692368653	0.9998592761935354	H1977	anc	A1287_A1977	f	coculture	G03G04	R2A	str_08	8
0.05357540140905815	0.2594143712162178	0.999678815640651	H1287	anc	A1287_E1977	f	coculture	G05G06	R2A	str_08	8
0.01619114589311637	0.21574603079624113	0.9998243884677174	H1977	evo	A1287_E1977	f	coculture	G05G06	R2A	str_08	8
0.0366636142646211	0.23928869150021936	0.9997402978555746	H1287	evo	E1287_A1977	f	coculture	G07G08	R2A	str_08	8
0.013384202977827312	0.2789813828202421	0.9999071110809697	H1977	anc	E1287_A1977	f	coculture	G07G08	R2A	str_08	8
0.0357930920451715	0.229097200487355	0.9997908779607857	H1287	evo	E1287_E1977	f	coculture	G09G10	R2A	str_08	8
0.01574845547809103	0.21136118252444347	0.9999166056181443	H1977	evo	E1287_E1977	f	coculture	G09G10	R2A	str_08	8
0.012162682874281985	0.2872710000883594	0.9998964307567602	H1977	anc	A1977_E1977	f	coculture	G11G12	R2A	str_08	8
0.010421175997213589	0.2445146536609836	0.9999129389865006	H1977	evo	A1977_E1977	f	coculture	G11G12	R2A	str_08	8
0.036521760039555075	0.3023844638532128	0.999877217241926	H1287	anc	A1287_E1287	a	coculture	B01B02	R2A	str_12	12
0.04030623972325931	0.18733139155517495	0.9997984088693458	H1287	evo	A1287_E1287	a	coculture	B01B02	R2A	str_12	12
0.03947158035545682	0.29170492289399	0.9998500196825342	H1287	anc	A1287_A1977	a	coculture	B03B04	R2A	str_12	12
0.03649061598273896	0.03503211748527449	0.9994767669982279	H1977	anc	A1287_A1977	a	coculture	B03B04	R2A	str_12	12
0.03992381122312787	0.29538422684151067	0.9997774906414101	H1287	anc	A1287_E1977	a	coculture	B05B06	R2A	str_12	12
0.0154333553138396	0.1955441276670359	0.9998395583360801	H1977	evo	A1287_E1977	a	coculture	B05B06	R2A	str_12	12
0.02189236698043328	0.2637822960549131	0.9998831853809071	H1287	evo	E1287_A1977	a	coculture	B07B08	R2A	str_12	12
0.0015658248511798208	0.10398819092005968	0.9987451021333666	H1977	anc	E1287_A1977	a	coculture	B07B08	R2A	str_12	12
0.02199595788859371	0.2621056395876094	0.999860146062157	H1287	evo	E1287_E1977	a	coculture	B09B10	R2A	str_12	12
0.009634114863615312	0.22599720148097185	0.9999106744468487	H1977	evo	E1287_E1977	a	coculture	B09B10	R2A	str_12	12
0.1001898817288645	0.011891950310800687	0.9989417309155938	H1977	anc	A1977_E1977	a	coculture	B11B12	R2A	str_12	12
0.0018930842161271803	0.33427286007223495	0.9998855533344037	H1977	evo	A1977_E1977	a	coculture	B11B12	R2A	str_12	12
0.05188974645207603	0.26359490283943865	0.9998776952198175	H1287	anc	A1287_E1287	b	coculture	C01C02	R2A	str_12	12
0.04041647345076104	0.18598796325585318	0.9998132817261397	H1287	evo	A1287_E1287	b	coculture	C01C02	R2A	str_12	12
0.039924021492965416	0.29251798667791573	0.9998841274438651	H1287	anc	A1287_A1977	b	coculture	C03C04	R2A	str_12	12
0.04855123177938878	0.02559258881016306	0.9979996907870773	H1977	anc	A1287_A1977	b	coculture	C03C04	R2A	str_12	12
0.04113814996946258	0.3018551817483986	0.9997833798528676	H1287	anc	A1287_E1977	b	coculture	C05C06	R2A	str_12	12
0.004027893880575631	0.28557316087869944	0.9998899642457433	H1977	evo	A1287_E1977	b	coculture	C05C06	R2A	str_12	12
0.02291874205119195	0.25995377467278324	0.9998795841799019	H1287	evo	E1287_A1977	b	coculture	C07C08	R2A	str_12	12
0.15746082544376233	0.04793925556042335	0.998707343919298	H1977	anc	E1287_A1977	b	coculture	C07C08	R2A	str_12	12
0.02377551499891219	0.25564421835095336	0.9998351407881833	H1287	evo	E1287_E1977	b	coculture	C09C10	R2A	str_12	12
0.005467260098073833	0.24932803557347769	0.9999385014475777	H1977	evo	E1287_E1977	b	coculture	C09C10	R2A	str_12	12
0.01138481460411953	0.08062092335730939	0.9995911039086542	H1977	anc	A1977_E1977	b	coculture	C11C12	R2A	str_12	12
0.002997197586155003	0.3015975426927858	0.9999595430288042	H1977	evo	A1977_E1977	b	coculture	C11C12	R2A	str_12	12
0.041551631754214155	0.2963697447280244	0.999860944769055	H1287	anc	A1287_E1287	c	coculture	D01D02	R2A	str_12	12
0.036789025477110784	0.19814758755963124	0.9997831271911781	H1287	evo	A1287_E1287	c	coculture	D01D02	R2A	str_12	12
0.04301046178666253	0.27897529586138736	0.9999058004308213	H1287	anc	A1287_A1977	c	coculture	D03D04	R2A	str_12	12
0.010114170404836993	0.06365419625845208	0.9983363228149039	H1977	anc	A1287_A1977	c	coculture	D03D04	R2A	str_12	12
0.03856013192313469	0.29971499355943787	0.9998657564714492	H1287	anc	A1287_E1977	c	coculture	D05D06	R2A	str_12	12
0.007436528278793097	0.23678704127650635	0.9997515445003559	H1977	evo	A1287_E1977	c	coculture	D05D06	R2A	str_12	12
0.024894826132024345	0.2518730159412133	0.9999099567067585	H1287	evo	E1287_A1977	c	coculture	D07D08	R2A	str_12	12
0.010139025269647857	0.06405611709578916	0.9986039084272237	H1977	anc	E1287_A1977	c	coculture	D07D08	R2A	str_12	12
0.10588531953608565	0.12021098497000234	0.9999514204046887	H1287	evo	E1287_E1977	c	coculture	D09D10	R2A	str_12	12
0.0035963575236146583	0.2874572102392235	0.9999068402189173	H1977	evo	E1287_E1977	c	coculture	D09D10	R2A	str_12	12
0.017800593718897733	0.060659654415008334	0.9978817681278576	H1977	anc	A1977_E1977	c	coculture	D11D12	R2A	str_12	12
0.0071613720208784344	0.23265453260085617	0.9999716850351282	H1977	evo	A1977_E1977	c	coculture	D11D12	R2A	str_12	12
0.05781499723493934	0.2485556997511915	0.9997442332066837	H1287	anc	A1287_E1287	d	coculture	E01E02	R2A	str_12	12
0.047330584506821885	0.17298170609160027	0.9998266112807996	H1287	evo	A1287_E1287	d	coculture	E01E02	R2A	str_12	12
0.03960102515701135	0.29026023774169907	0.9998968191562605	H1287	anc	A1287_A1977	d	coculture	E03E04	R2A	str_12	12
0.00896028775604013	0.07021297306188866	0.9982452279460404	H1977	anc	A1287_A1977	d	coculture	E03E04	R2A	str_12	12
0.04891200316560949	0.2697565474174954	0.9997637268095075	H1287	anc	A1287_E1977	d	coculture	E05E06	R2A	str_12	12
0.007811934722319044	0.2353003791806337	0.9999388568685922	H1977	evo	A1287_E1977	d	coculture	E05E06	R2A	str_12	12
0.05172897131954051	0.18776623865579736	0.999943681104289	H1287	evo	E1287_A1977	d	coculture	E07E08	R2A	str_12	12
0.001645638923485375	0.11631896325606782	0.9999085177072954	H1977	anc	E1287_A1977	d	coculture	E07E08	R2A	str_12	12
0.022751497702187092	0.2632279466170017	0.9998295799859427	H1287	evo	E1287_E1977	d	coculture	E09E10	R2A	str_12	12
0.009413490124673731	0.21494121757173612	0.9999292727843911	H1977	evo	E1287_E1977	d	coculture	E09E10	R2A	str_12	12
0.07293522291584847	0.017854734125386025	0.9990464965663611	H1977	anc	A1977_E1977	d	coculture	E11E12	R2A	str_12	12
0.005244313451904899	0.26203045848210316	0.9999613409438929	H1977	evo	A1977_E1977	d	coculture	E11E12	R2A	str_12	12
0.036896954848221794	0.3075626655972503	0.9998486169109602	H1287	anc	A1287_E1287	e	coculture	F01F02	R2A	str_12	12
0.0393577835686826	0.18716777710590135	0.999806594680118	H1287	evo	A1287_E1287	e	coculture	F01F02	R2A	str_12	12
0.03789094916358723	0.3043653236454158	0.9998529661687797	H1287	anc	A1287_A1977	e	coculture	F03F04	R2A	str_12	12
0.029765749437120233	0.03779711406574785	0.9985233330200706	H1977	anc	A1287_A1977	e	coculture	F03F04	R2A	str_12	12
0.03668608039702525	0.303946098270781	0.9998879810314812	H1287	anc	A1287_E1977	e	coculture	F05F06	R2A	str_12	12
0.009403006566770962	0.22714083723388373	0.9998413001678186	H1977	evo	A1287_E1977	e	coculture	F05F06	R2A	str_12	12
0.02481616083016619	0.25675334571596675	0.9998791268520957	H1287	evo	E1287_A1977	e	coculture	F07F08	R2A	str_12	12
0.006423546482482677	0.07019074332490668	0.9978555003099039	H1977	anc	E1287_A1977	e	coculture	F07F08	R2A	str_12	12
0.023632590013086666	0.2510215910223946	0.9998512218419959	H1287	evo	E1287_E1977	e	coculture	F09F10	R2A	str_12	12
0.0031644792383635763	0.296232517189357	0.9998975040307022	H1977	evo	E1287_E1977	e	coculture	F09F10	R2A	str_12	12
0.03526109766931993	0.03853500901915249	0.9988925441249508	H1977	anc	A1977_E1977	e	coculture	F11F12	R2A	str_12	12
0.00638039227861589	0.24006175411937117	0.9999628996928039	H1977	evo	A1977_E1977	e	coculture	F11F12	R2A	str_12	12
0.04068095402009504	0.3014372867338452	0.9998196230198955	H1287	anc	A1287_E1287	f	coculture	G01G02	R2A	str_12	12
0.040087122075153095	0.18133989162398925	0.9997810438186786	H1287	evo	A1287_E1287	f	coculture	G01G02	R2A	str_12	12
0.04032256053285337	0.2893739275741387	0.9999112363781756	H1287	anc	A1287_A1977	f	coculture	G03G04	R2A	str_12	12
0.10707650383840522	0.00820581039747104	0.999054177939882	H1977	anc	A1287_A1977	f	coculture	G03G04	R2A	str_12	12
0.040820360418789343	0.286617929075193	0.9998509667300491	H1287	anc	A1287_E1977	f	coculture	G05G06	R2A	str_12	12
0.01281978100838744	0.20186141717395423	0.9993575751464865	H1977	evo	A1287_E1977	f	coculture	G05G06	R2A	str_12	12
0.03375418074779058	0.2293172303591303	0.9999033857784274	H1287	evo	E1287_A1977	f	coculture	G07G08	R2A	str_12	12
0.0013415060704734603	0.10737245058387392	0.998316890608658	H1977	anc	E1287_A1977	f	coculture	G07G08	R2A	str_12	12
0.02032871470739906	0.26693826186870534	0.9998802641521971	H1287	evo	E1287_E1977	f	coculture	G09G10	R2A	str_12	12
0.007099787404590743	0.24375428837288765	0.9998538079169978	H1977	evo	E1287_E1977	f	coculture	G09G10	R2A	str_12	12
0.11879687781510075	0.007616164698772086	0.9986461092389496	H1977	anc	A1977_E1977	f	coculture	G11G12	R2A	str_12	12
0.0022306168959587477	0.3258919764787907	0.9999284844273659	H1977	evo	A1977_E1977	f	coculture	G11G12	R2A	str_12	12
0.04962197155263575	0.26367058162979745	0.9996543494525937	H1287	anc	A1287_E1287	a	coculture	B01B02	R2A	str_16	16
0.03808460277676278	0.20485482386622983	0.9998089926940169	H1287	evo	A1287_E1287	a	coculture	B01B02	R2A	str_16	16
0.04664430431504325	0.27307665225066946	0.9997424873344937	H1287	anc	A1287_A1977	a	coculture	B03B04	R2A	str_16	16
0.1367889135342058	0.0016199251815747257	0.9954489018090638	H1977	anc	A1287_A1977	a	coculture	B03B04	R2A	str_16	16
0.04705457031333217	0.2654898646799689	0.9997108626315631	H1287	anc	A1287_E1977	a	coculture	B05B06	R2A	str_16	16
0.004272827875397118	0.28338708627713255	0.9998755887371866	H1977	evo	A1287_E1977	a	coculture	B05B06	R2A	str_16	16
0.026815747870507365	0.2420867022020757	0.9998695208400996	H1287	evo	E1287_A1977	a	coculture	B07B08	R2A	str_16	16
0.13920648803780922	0.0024045330553739966	0.9982046393868197	H1977	anc	E1287_A1977	a	coculture	B07B08	R2A	str_16	16
0.027088295054190473	0.23682084297967576	0.9998158499786405	H1287	evo	E1287_E1977	a	coculture	B09B10	R2A	str_16	16
0.007417419726805106	0.2321222706584729	0.9998804956256473	H1977	evo	E1287_E1977	a	coculture	B09B10	R2A	str_16	16
0.15491689033524125	0.0023266374835945263	0.9844131609853736	H1977	anc	A1977_E1977	a	coculture	B11B12	R2A	str_16	16
0.004539615554185104	0.26855432741851076	0.9999523743305329	H1977	evo	A1977_E1977	a	coculture	B11B12	R2A	str_16	16
0.04648986682929462	0.27414194740082465	0.9996074630606896	H1287	anc	A1287_E1287	b	coculture	C01C02	R2A	str_16	16
0.032999298858792214	0.20899222765343947	0.9998282019078224	H1287	evo	A1287_E1287	b	coculture	C01C02	R2A	str_16	16
0.04490102273560019	0.2734849452486456	0.9998767597118673	H1287	anc	A1287_A1977	b	coculture	C03C04	R2A	str_16	16
0.12825473057676315	0.0026797749898991538	0.9978941241190588	H1977	anc	A1287_A1977	b	coculture	C03C04	R2A	str_16	16
0.04555133068409714	0.2781093305481619	0.9998271052950829	H1287	anc	A1287_E1977	b	coculture	C05C06	R2A	str_16	16
0.007986179779797273	0.23028383706312788	0.999967491879501	H1977	evo	A1287_E1977	b	coculture	C05C06	R2A	str_16	16
0.028426991747614927	0.235902173480484	0.9998460645716034	H1287	evo	E1287_A1977	b	coculture	C07C08	R2A	str_16	16
0.14545506127922203	4.5736729945519016e-4	0.9924540289977467	H1977	anc	E1287_A1977	b	coculture	C07C08	R2A	str_16	16
0.028231670468857974	0.23480761477501003	0.9998281513551387	H1287	evo	E1287_E1977	b	coculture	C09C10	R2A	str_16	16
0.0042750340288227094	0.2630881246073175	0.9999170684267001	H1977	evo	E1287_E1977	b	coculture	C09C10	R2A	str_16	16
0.14563484867537355	1.1008956237109659e-4	0.9992408653830724	H1977	anc	A1977_E1977	b	coculture	C11C12	R2A	str_16	16
0.008457894291056393	0.2213734343206051	0.9999582076282969	H1977	evo	A1977_E1977	b	coculture	C11C12	R2A	str_16	16
0.04772181933510344	0.26416729078648576	0.9996896548517826	H1287	anc	A1287_E1287	c	coculture	D01D02	R2A	str_16	16
0.032803307686465194	0.21305716051178789	0.9998264194595953	H1287	evo	A1287_E1287	c	coculture	D01D02	R2A	str_16	16
0.046109898069403486	0.27431554327383045	0.9998689828840533	H1287	anc	A1287_A1977	c	coculture	D03D04	R2A	str_16	16
0.14764614678351307	1.066977746110299e-4	0.9980323646077147	H1977	anc	A1287_A1977	c	coculture	D03D04	R2A	str_16	16
0.04741931120849822	0.2647321651942774	0.9998395974336454	H1287	anc	A1287_E1977	c	coculture	D05D06	R2A	str_16	16
0.007553565059828073	0.22386201258668037	0.9999078890295694	H1977	evo	A1287_E1977	c	coculture	D05D06	R2A	str_16	16
0.029240942897700746	0.23444367546478095	0.9998740161734927	H1287	evo	E1287_A1977	c	coculture	D07D08	R2A	str_16	16
0.15369724979093133	0.02416947962338111	0.9976120882775167	H1977	anc	E1287_A1977	c	coculture	D07D08	R2A	str_16	16
0.02942695816477055	0.23034682697051548	0.9998186502856768	H1287	evo	E1287_E1977	c	coculture	D09D10	R2A	str_16	16
0.005443572430329031	0.24850286630568139	0.9999171025460513	H1977	evo	E1287_E1977	c	coculture	D09D10	R2A	str_16	16
0.14532433668310651	4.869030419046381e-4	0.9982514317401951	H1977	anc	A1977_E1977	c	coculture	D11D12	R2A	str_16	16
0.009543005619527478	0.21410427402379703	0.9999643256326887	H1977	evo	A1977_E1977	c	coculture	D11D12	R2A	str_16	16
0.05281418416285434	0.2531306458046142	0.9996712085723356	H1287	anc	A1287_E1287	d	coculture	E01E02	R2A	str_16	16
0.03301851899353547	0.21317497978264324	0.999799015364389	H1287	evo	A1287_E1287	d	coculture	E01E02	R2A	str_16	16
0.05019330771555675	0.2573692980115232	0.9998018263961669	H1287	anc	A1287_A1977	d	coculture	E03E04	R2A	str_16	16
0.1584632116172405	0.04375084394040502	0.9993195960853389	H1977	anc	A1287_A1977	d	coculture	E03E04	R2A	str_16	16
0.0500234901027554	0.26178197558253846	0.999790935279667	H1287	anc	A1287_E1977	d	coculture	E05E06	R2A	str_16	16
0.005976838426665581	0.2505040891715382	0.9999296750116153	H1977	evo	A1287_E1977	d	coculture	E05E06	R2A	str_16	16
0.09602718536875118	0.12371107591925071	0.999958541963373	H1287	evo	E1287_A1977	d	coculture	E07E08	R2A	str_16	16
0.1385079871734643	0.0013692554959982204	0.9739638671797145	H1977	anc	E1287_A1977	d	coculture	E07E08	R2A	str_16	16
0.029312565842997827	0.23089447378763378	0.9998274528529866	H1287	evo	E1287_E1977	d	coculture	E09E10	R2A	str_16	16
0.007319837026358938	0.2335303245480828	0.9999560222967597	H1977	evo	E1287_E1977	d	coculture	E09E10	R2A	str_16	16
0.1355394813688593	0.0026426022850703683	0.9968954159365788	H1977	anc	A1977_E1977	d	coculture	E11E12	R2A	str_16	16
0.00804515613894947	0.22289781140692633	0.9999559797258903	H1977	evo	A1977_E1977	d	coculture	E11E12	R2A	str_16	16
0.22091605546690998	0.14980746302260262	0.9994824340317121	H1287	anc	A1287_E1287	e	coculture	F01F02	R2A	str_16	16
0.03506380509188002	0.20197229685297974	0.9998516628598556	H1287	evo	A1287_E1287	e	coculture	F01F02	R2A	str_16	16
0.04782452187712724	0.2630420617362179	0.9997477800811613	H1287	anc	A1287_A1977	e	coculture	F03F04	R2A	str_16	16
0.14386358250161319	0.0037891824177933094	0.9965311791681244	H1977	anc	A1287_A1977	e	coculture	F03F04	R2A	str_16	16
0.06966887693871715	0.22206272537432778	0.9996340334213825	H1287	anc	A1287_E1977	e	coculture	F05F06	R2A	str_16	16
0.006900350961662786	0.24590318199623362	0.999864275507555	H1977	evo	A1287_E1977	e	coculture	F05F06	R2A	str_16	16
0.026436319081733856	0.24014749858156215	0.9999091562503323	H1287	evo	E1287_A1977	e	coculture	F07F08	R2A	str_16	16
0.13950302696476216	0.001721470993073418	0.9939046294713555	H1977	anc	E1287_A1977	e	coculture	F07F08	R2A	str_16	16
0.04053691794048593	0.2056091057491641	0.9998016017058929	H1287	evo	E1287_E1977	e	coculture	F09F10	R2A	str_16	16
0.009964864544464961	0.20909026715077592	0.9999581985087298	H1977	evo	E1287_E1977	e	coculture	F09F10	R2A	str_16	16
0.1392219108797236	0.002031376301960683	0.9967748933546905	H1977	anc	A1977_E1977	e	coculture	F11F12	R2A	str_16	16
0.006312618280046841	0.2439411177340622	0.9999750593738884	H1977	evo	A1977_E1977	e	coculture	F11F12	R2A	str_16	16
0.04501140507886848	0.27619135961349583	0.999547535658799	H1287	anc	A1287_E1287	f	coculture	G01G02	R2A	str_16	16
0.03384676894835101	0.21087548523442504	0.9998137999768165	H1287	evo	A1287_E1287	f	coculture	G01G02	R2A	str_16	16
0.051874067779333365	0.2572099037415696	0.9998050252413262	H1287	anc	A1287_A1977	f	coculture	G03G04	R2A	str_16	16
0.13509801045414466	0.0021978200176499094	0.9974453803717056	H1977	anc	A1287_A1977	f	coculture	G03G04	R2A	str_16	16
0.047507721405461896	0.27034098524396205	0.999779421459913	H1287	anc	A1287_E1977	f	coculture	G05G06	R2A	str_16	16
0.007368012074278551	0.2399341358930921	0.9998665042552455	H1977	evo	A1287_E1977	f	coculture	G05G06	R2A	str_16	16
0.02822746714215219	0.23714923814409672	0.9998718554178618	H1287	evo	E1287_A1977	f	coculture	G07G08	R2A	str_16	16
0.14224987218178603	3.74210486840231e-4	0.9982784074003206	H1977	anc	E1287_A1977	f	coculture	G07G08	R2A	str_16	16
0.026302642508584616	0.2436884510932259	0.9997861641356698	H1287	evo	E1287_E1977	f	coculture	G09G10	R2A	str_16	16
0.0044859672748493815	0.2628407278361533	0.9999058351091581	H1977	evo	E1287_E1977	f	coculture	G09G10	R2A	str_16	16
0.14686233922090808	4.4547639032982216e-5	0.9976810237894013	H1977	anc	A1977_E1977	f	coculture	G11G12	R2A	str_16	16
0.003340664705925612	0.29263397652836726	0.9999532110059551	H1977	evo	A1977_E1977	f	coculture	G11G12	R2A	str_16	16
0.04567251798319838	0.2667430009329029	0.9996284316158717	H1287	anc	A1287_E1287	a	coculture	B01B02	R2A	str_24	24
0.03428998300030855	0.22002850738387134	0.9996413491068584	H1287	evo	A1287_E1287	a	coculture	B01B02	R2A	str_24	24
0.054003815847729474	0.24053233877606833	0.9998298380119375	H1287	anc	A1287_A1977	a	coculture	B03B04	R2A	str_24	24
0.114230948241157	0.005456138838946635	0.9946825841703508	H1977	anc	A1287_A1977	a	coculture	B03B04	R2A	str_24	24
0.054678852221617	0.23871898441778786	0.9998180415063863	H1287	anc	A1287_E1977	a	coculture	B05B06	R2A	str_24	24
